-0.0051098,0.032817,0.070582
-0.0050674,0.032288,0.070488
-0.0050251,0.031759,0.070394
-0.0049828,0.031229,0.0703
-0.0049405,0.0307,0.070205
-0.0048981,0.030171,0.070111
-0.0048558,0.029642,0.070017
-0.0048135,0.029112,0.069923
-0.0047711,0.028583,0.069829
-0.0047288,0.028054,0.069735
-0.0046864,0.027524,0.06964
-0.0046441,0.026995,0.069546
-0.0046018,0.026466,0.069452
-0.0045594,0.025937,0.069358
-0.0045171,0.025408,0.069263
-0.0044748,0.024879,0.069169
-0.0044324,0.02435,0.069074
-0.0043901,0.023821,0.06898
-0.0043478,0.023292,0.068885
-0.0043055,0.022763,0.06879
-0.0042632,0.022234,0.068696
-0.0042209,0.021706,0.068601
-0.0041786,0.021177,0.068506
-0.0041363,0.020649,0.068411
-0.0040941,0.020121,0.068315
-0.0040518,0.019593,0.06822
-0.0040096,0.019065,0.068125
-0.0039674,0.018537,0.068029
-0.0039253,0.01801,0.067933
-0.0038831,0.017483,0.067837
-0.003841,0.016956,0.067741
-0.0037989,0.016429,0.067645
-0.0037569,0.015903,0.067549
-0.0037148,0.015377,0.067452
-0.0036729,0.014852,0.067355
-0.0036309,0.014326,0.067258
-0.003589,0.013801,0.067161
-0.0035472,0.013277,0.067063
-0.0035054,0.012753,0.066966
-0.0034637,0.012229,0.066868
-0.003422,0.011706,0.066769
-0.0033804,0.011183,0.066671
-0.0033389,0.010661,0.066572
-0.0032974,0.01014,0.066473
-0.003256,0.0096185,0.066373
-0.0032147,0.0090981,0.066274
-0.0031734,0.0085783,0.066174
-0.0031323,0.0080592,0.066073
-0.0030912,0.0075407,0.065973
-0.0030502,0.007023,0.065871
-0.0030093,0.006506,0.06577
-0.0029686,0.0059898,0.065668
-0.0029279,0.0054744,0.065566
-0.0028873,0.0049598,0.065463
-0.0028469,0.0044461,0.06536
-0.0028066,0.0039333,0.065256
-0.0027664,0.0034215,0.065152
-0.0027263,0.0029106,0.065048
-0.0026863,0.0024006,0.064943
-0.0026466,0.0018918,0.064837
-0.0026069,0.0013839,0.064732
-0.0025674,0.0008772,0.064625
-0.002528,0.0003716,0.064518
-0.0024889,-0.00013283,0.064411
-0.0024498,-0.00063606,0.064302
-0.002411,-0.0011381,0.064194
-0.0023723,-0.0016388,0.064085
-0.0023338,-0.0021382,0.063975
-0.0022955,-0.0026362,0.063864
-0.0022573,-0.0031329,0.063753
-0.0022194,-0.0036282,0.063642
-0.0021817,-0.004122,0.063529
-0.0021442,-0.0046143,0.063416
-0.0021069,-0.0051051,0.063302
-0.0020698,-0.0055943,0.063188
-0.0020329,-0.0060819,0.063073
-0.0019963,-0.0065678,0.062957
-0.0019599,-0.007052,0.06284
-0.0019238,-0.0075345,0.062723
-0.0018879,-0.0080153,0.062605
-0.0018522,-0.0084942,0.062486
-0.0018168,-0.0089713,0.062366
-0.0017817,-0.0094464,0.062246
-0.0017469,-0.0099197,0.062124
-0.0017123,-0.010391,0.062002
-0.0016781,-0.01086,0.061879
-0.0016441,-0.011327,0.061755
-0.0016104,-0.011792,0.06163
-0.001577,-0.012255,0.061504
-0.001544,-0.012716,0.061378
-0.0015112,-0.013174,0.06125
-0.0014788,-0.013631,0.061122
-0.0014467,-0.014085,0.060992
-0.001415,-0.014536,0.060861
-0.0013836,-0.014985,0.06073
-0.0013525,-0.015432,0.060597
-0.0013218,-0.015876,0.060464
-0.0012915,-0.016318,0.060329
-0.0012616,-0.016757,0.060193
-0.001232,-0.017193,0.060056
-0.0012028,-0.017627,0.059919
-0.001174,-0.018058,0.05978
-0.0011456,-0.018486,0.05964
-0.0011176,-0.018911,0.059499
-0.00109,-0.019334,0.059356
-0.0010629,-0.019754,0.059213
-0.0010361,-0.020171,0.059069
-0.0010098,-0.020585,0.058923
-0.00098394,-0.020996,0.058777
-0.0009585,-0.021404,0.058629
-0.0009335,-0.021809,0.05848
-0.00090895,-0.022211,0.05833
-0.00088486,-0.02261,0.058179
-0.00086123,-0.023006,0.058027
-0.00083807,-0.023398,0.057873
-0.00081537,-0.023788,0.057719
-0.00079315,-0.024174,0.057563
-0.00077142,-0.024558,0.057406
-0.00075017,-0.024938,0.057248
-0.0007294,-0.025314,0.057089
-0.00070914,-0.025688,0.056929
-0.00068937,-0.026058,0.056767
-0.00067011,-0.026425,0.056605
-0.00065136,-0.026789,0.056441
-0.00063312,-0.027149,0.056276
-0.00061539,-0.027506,0.05611
-0.00059819,-0.02786,0.055943
-0.00058151,-0.028211,0.055775
-0.00056537,-0.028558,0.055606
-0.00054975,-0.028901,0.055435
-0.00053467,-0.029242,0.055263
-0.00052014,-0.029579,0.055091
-0.00050615,-0.029912,0.054917
-0.0004927,-0.030242,0.054742
-0.00047981,-0.030569,0.054565
-0.00046747,-0.030892,0.054388
-0.00045569,-0.031212,0.05421
-0.00044448,-0.031528,0.05403
-0.00043383,-0.031842,0.05385
-0.00042374,-0.032151,0.053668
-0.00041423,-0.032457,0.053485
-0.00040529,-0.03276,0.053301
-0.00039693,-0.033059,0.053116
-0.00038915,-0.033355,0.05293
-0.00038196,-0.033648,0.052743
-0.00037535,-0.033937,0.052555
-0.00036932,-0.034223,0.052366
-0.00036389,-0.034505,0.052175
-0.00035906,-0.034784,0.051984
-0.00035481,-0.035059,0.051792
-0.00035117,-0.035331,0.051598
-0.00034813,-0.0356,0.051404
-0.00034569,-0.035865,0.051208
-0.00034386,-0.036127,0.051012
-0.00034264,-0.036386,0.050815
-0.00034202,-0.036641,0.050616
-0.00034202,-0.036893,0.050417
-0.00034263,-0.037141,0.050216
-0.00034386,-0.037387,0.050015
-0.0003457,-0.037628,0.049813
-0.00034817,-0.037867,0.049609
-0.00035125,-0.038103,0.049405
-0.00035496,-0.038335,0.0492
-0.0003593,-0.038564,0.048994
-0.00036426,-0.038789,0.048787
-0.00036985,-0.039012,0.048579
-0.00037607,-0.039231,0.048371
-0.00038291,-0.039447,0.048161
-0.0003904,-0.03966,0.047951
-0.00039851,-0.03987,0.04774
-0.00040726,-0.040076,0.047528
