-0.0070334,0.005499,-0.082912
-0.007005,0.0051918,-0.081084
-0.0069766,0.0048845,-0.079256
-0.0069482,0.0045773,-0.077428
-0.0069198,0.00427,-0.0756
-0.0068914,0.0039627,-0.073772
-0.006863,0.0036555,-0.071944
-0.0068346,0.0033482,-0.070116
-0.0068061,0.0030409,-0.068288
-0.0067777,0.0027336,-0.06646
-0.0067493,0.0024263,-0.064632
-0.0067209,0.002119,-0.062805
-0.0066925,0.0018117,-0.060979
-0.0066641,0.0015043,-0.059153
-0.0066357,0.001197,-0.057328
-0.0066074,0.00088967,-0.055504
-0.0065791,0.00058234,-0.053682
-0.0065508,0.00027501,-0.051861
-0.0065225,-3.2314e-05,-0.050043
-0.0064944,-0.00033962,-0.048226
-0.0064663,-0.00064691,-0.046412
-0.0064382,-0.00095418,-0.044602
-0.0064103,-0.0012614,-0.042794
-0.0063824,-0.0015686,-0.040991
-0.0063547,-0.0018758,-0.039191
-0.0063271,-0.0021829,-0.037396
-0.0062996,-0.00249,-0.035607
-0.0062723,-0.002797,-0.033823
-0.0062452,-0.0031039,-0.032045
-0.0062183,-0.0034107,-0.030273
-0.0061916,-0.0037175,-0.028509
-0.006165,-0.0040242,-0.026752
-0.0061388,-0.0043307,-0.025004
-0.0061128,-0.0046372,-0.023264
-0.0060871,-0.0049435,-0.021534
-0.0060616,-0.0052497,-0.019814
-0.0060365,-0.0055557,-0.018105
-0.0060118,-0.0058615,-0.016408
-0.0059874,-0.0061672,-0.014722
-0.0059634,-0.0064727,-0.01305
-0.0059399,-0.0067779,-0.011391
-0.0059168,-0.0070829,-0.0097464
-0.0058942,-0.0073875,-0.0081172
-0.0058721,-0.0076919,-0.0065039
-0.0058506,-0.0079959,-0.004907
-0.0058296,-0.0082995,-0.0033272
-0.0058092,-0.0086028,-0.0017651
-0.0057894,-0.0089056,-0.00022119
-0.0057702,-0.009208,0.0013039
-0.0057517,-0.0095099,0.0028098
-0.0057339,-0.0098114,0.004296
-0.0057167,-0.010112,0.0057621
-0.0057003,-0.010413,0.0072077
-0.0056846,-0.010713,0.0086324
-0.0056696,-0.011012,0.010036
-0.0056553,-0.011311,0.011418
-0.0056418,-0.011609,0.012778
-0.0056291,-0.011906,0.014116
-0.0056172,-0.012203,0.015432
-0.0056061,-0.012499,0.016725
-0.0055958,-0.012794,0.017995
-0.0055863,-0.013089,0.019243
-0.0055776,-0.013383,0.020468
-0.0055697,-0.013676,0.02167
-0.0055627,-0.013969,0.022849
-0.0055566,-0.014261,0.024004
-0.0055512,-0.014551,0.025137
-0.0055468,-0.014842,0.026246
-0.0055432,-0.015131,0.027333
-0.0055404,-0.015419,0.028396
-0.0055385,-0.015707,0.029436
-0.0055374,-0.015993,0.030454
-0.0055372,-0.016279,0.031448
-0.0055378,-0.016564,0.03242
-0.0055394,-0.016848,0.03337
-0.0055417,-0.017131,0.034296
-0.0055449,-0.017413,0.035201
-0.005549,-0.017695,0.036083
-0.0055539,-0.017975,0.036943
-0.0055597,-0.018254,0.037782
-0.0055663,-0.018533,0.038598
-0.0055737,-0.01881,0.039393
-0.0055821,-0.019086,0.040166
-0.0055912,-0.019362,0.040918
-0.0056012,-0.019636,0.041649
-0.005612,-0.019909,0.042359
-0.0056237,-0.020182,0.043048
-0.0056362,-0.020453,0.043717
-0.0056495,-0.020723,0.044366
-0.0056636,-0.020992,0.044994
-0.0056786,-0.021261,0.045603
-0.0056943,-0.021528,0.046193
-0.0057109,-0.021794,0.046763
-0.0057283,-0.022059,0.047314
-0.0057465,-0.022323,0.047846
-0.0057655,-0.022586,0.04836
-0.0057853,-0.022848,0.048856
-0.0058058,-0.023109,0.049333
-0.0058272,-0.023369,0.049793
-0.0058493,-0.023627,0.050236
-0.0058721,-0.023885,0.050662
-0.0058958,-0.024142,0.051071
-0.0059202,-0.024397,0.051464
-0.0059453,-0.024652,0.05184
-0.0059712,-0.024905,0.052201
-0.0059978,-0.025157,0.052546
-0.0060252,-0.025409,0.052875
-0.0060533,-0.025659,0.05319
-0.0060821,-0.025908,0.05349
-0.0061117,-0.026156,0.053775
-0.0061419,-0.026403,0.054046
-0.0061729,-0.026649,0.054303
-0.0062046,-0.026894,0.054546
-0.006237,-0.027137,0.054776
