3650;6
-4.58007e-06;-0.00133402;0.00178986;0.00157929;-0.00897592;-0.00223243
3.78184e-06;-0.00138275;0.00186654;0.00160434;-0.0089113;-0.00202333
1.21435e-05;-0.00143149;0.00194322;0.00162938;-0.00884669;-0.00181422
2.05045e-05;-0.00148024;0.00201989;0.0016544;-0.00878213;-0.00160511
2.88639e-05;-0.00152899;0.00209653;0.00167937;-0.00871764;-0.00139599
3.72209e-05;-0.00157775;0.00217313;0.00170426;-0.0086533;-0.00118685
4.55741e-05;-0.00162653;0.00224967;0.00172903;-0.00858916;-0.000977681
5.3922e-05;-0.00167533;0.00232612;0.00175363;-0.0085253;-0.000768477
6.22628e-05;-0.00172416;0.00240246;0.00177802;-0.00846182;-0.000559226
7.05941e-05;-0.00177303;0.00247865;0.00180213;-0.00839882;-0.000349916
7.8913e-05;-0.00182195;0.00255468;0.00182592;-0.00833641;-0.000140536
8.72158e-05;-0.00187091;0.00263049;0.00184933;-0.0082747;6.89375e-05
9.54983e-05;-0.00191992;0.00270607;0.00187233;-0.00821382;0.000278528
0.000103756;-0.00196899;0.00278137;0.00189485;-0.00815388;0.00048826
0.000111985;-0.00201812;0.00285638;0.00191688;-0.008095;0.000698155
0.000120179;-0.00206732;0.00293107;0.00193837;-0.00803727;0.000908237
0.000128336;-0.00211658;0.00300543;0.00195931;-0.00798081;0.00111853
0.000136449;-0.00216591;0.00307943;0.00197968;-0.0079257;0.00132905
0.000144515;-0.00221531;0.00315306;0.00199947;-0.00787207;0.00153982
0.000152529;-0.00226478;0.00322632;0.00201866;-0.00781999;0.00175087
0.000160487;-0.00231434;0.00329918;0.00203727;-0.00776957;0.0019622
0.000168387;-0.00236397;0.00337165;0.00205529;-0.00772088;0.00217385
0.000176224;-0.00241369;0.00344371;0.00207274;-0.007674;0.00238581
0.000183996;-0.0024635;0.00351536;0.00208962;-0.00762899;0.0025981
0.000191702;-0.0025134;0.00358659;0.00210595;-0.00758592;0.00281072
0.000199337;-0.00256339;0.00365741;0.00212176;-0.00754486;0.00302365
0.000206902;-0.00261349;0.00372782;0.00213709;-0.00750587;0.00323689
