730;6
0.00751558;0.006236;0.0856118;-0.179731;0.00898273;-0.0664432
0.00748471;0.00591625;0.0837497;-0.17733;0.00758706;-0.064152
0.00745586;0.00559677;0.081889;-0.174936;0.00618903;-0.061872
0.00742415;0.00527557;0.0800248;-0.172536;0.00478229;-0.0595949
0.00739382;0.00495498;0.078163;-0.170133;0.00338224;-0.0573214
0.00736289;0.00463631;0.0762964;-0.167738;0.00198341;-0.0550209
0.00733316;0.00431488;0.0744354;-0.165338;0.000587958;-0.0527494
0.00730237;0.00399554;0.0725758;-0.162945;-0.000818804;-0.0504563
0.00727353;0.00367654;0.0707104;-0.160544;-0.00221071;-0.0481773
0.0072421;0.00335493;0.0688511;-0.158148;-0.00361811;-0.0458966
0.00721303;0.00303478;0.0669894;-0.155752;-0.00502167;-0.0436228
0.00718235;0.00271543;0.0651239;-0.153356;-0.00642316;-0.0413377
0.00715174;0.00239573;0.063262;-0.150961;-0.00781376;-0.0390554
0.00712084;0.00207481;0.0613999;-0.148561;-0.00920188;-0.0367774
0.00709081;0.00175493;0.0595426;-0.146171;-0.0106048;-0.0345229
0.00706076;0.00143405;0.0576873;-0.143775;-0.0119959;-0.0322481
0.00703114;0.0011142;0.0558285;-0.141387;-0.0133946;-0.0299841
0.00699976;0.00079553;0.0539751;-0.139001;-0.0147777;-0.0277219
0.00697145;0.000475715;0.0521251;-0.136612;-0.0161557;-0.0254584
0.00694136;0.000154124;0.0502717;-0.134226;-0.0175402;-0.0232033
0.00690998;-0.000165341;0.0484237;-0.131849;-0.0189231;-0.0209603
0.00688053;-0.000484328;0.0465744;-0.129477;-0.0202949;-0.0187268
0.00685227;-0.000802153;0.0447367;-0.127103;-0.0216588;-0.0165013
0.00682189;-0.00112701;0.0428961;-0.124739;-0.0230174;-0.0142908
0.00679293;-0.00144305;0.0410671;-0.122372;-0.0243841;-0.0120927
0.00676221;-0.0017646;0.0392367;-0.120025;-0.0257419;-0.00989803
0.0067332;-0.00208378;0.0374113;-0.117671;-0.0270813;-0.00771045
0.00670451;-0.00240561;0.0355949;-0.115331;-0.0284223;-0.00553415
0.00667603;-0.00272309;0.0337836;-0.112999;-0.0297572;-0.00337766
0.00664574;-0.00304247;0.0319722;-0.110673;-0.0310815;-0.00123616
0.00661773;-0.00336289;0.0301814;-0.108363;-0.0323862;0.00085349
0.00658954;-0.00368093;0.0283892;-0.106059;-0.0336879;0.00297506
0.00656195;-0.00400203;0.026605;-0.103764;-0.034986;0.00504492
0.00653373;-0.00431983;0.0248381;-0.101477;-0.0362613;0.00709554
0.00650661;-0.00463546;0.0230743;-0.0992162;-0.0375317;0.00912751
0.00647951;-0.00495594;0.0213218;-0.0969498;-0.0387892;0.0111352
0.0064534;-0.00527482;0.01958;-0.0947149;-0.0400274;0.0131059
0.00642682;-0.00559112;0.0178523;-0.0924877;-0.0412588;0.0150641
0.00640032;-0.00591008;0.0161321;-0.0902833;-0.0424604;0.0169715
0.00637459;-0.00622874;0.0144299;-0.0880934;-0.0436714;0.0188761
0.00634972;-0.00654382;0.0127363;-0.0859165;-0.0448501;0.020741
0.00632485;-0.00686012;0.0110622;-0.0837656;-0.046004;0.0225511
0.0063014;-0.00717864;0.00940268;-0.0816323;-0.0471509;0.0243373
0.00627669;-0.00749548;0.00776204;-0.0795204;-0.04828;0.0260878
0.00625334;-0.00781135;0.00613436;-0.0774334;-0.0493788;0.02778
0.00623141;-0.00812514;0.00452588;-0.0753662;-0.050466;0.0294425
0.00620965;-0.00843989;0.0029329;-0.073324;-0.0515329;0.0310765
0.00619019;-0.00875389;0.00136395;-0.0713134;-0.0525694;0.0326664
0.00616899;-0.00906806;-0.000192415;-0.0693166;-0.0535879;0.0341894
0.00614928;-0.00938105;-0.00172734;-0.0673552;-0.0546006;0.0356961
0.00612979;-0.00969589;-0.00324198;-0.0654127;-0.0555704;0.0371254
0.00611193;-0.0100052;-0.00473012;-0.0635051;-0.0565224;0.0385265
0.00609468;-0.0103153;-0.00620046;-0.0616214;-0.0574472;0.0398852
0.00607644;-0.0106286;-0.00765326;-0.0597713;-0.0583554;0.0411886
0.00606146;-0.0109364;-0.00908641;-0.0579477;-0.0592353;0.0424351
0.00604682;-0.0112444;-0.0104899;-0.0561525;-0.0600912;0.0436224
0.0060322;-0.0115532;-0.0118708;-0.0543862;-0.0609199;0.044788
0.00601796;-0.0118605;-0.0132394;-0.0526494;-0.0617253;0.0458833
0.00600604;-0.0121702;-0.0145776;-0.0509484;-0.0625028;0.0469383
