1;22
0.0000185;0.0000188;0.0000584;0.000136;0.000272;0.0004185;0.000655;0.001332;0.0021455;0.002844;0.003595;0.0043525;0.00511;0.006268;0.0069425;0.0078125;0.008589;0.0093545;0.0117935;0.0141595;0.0167205;0.018989
