730;6
-0.00550514;-0.0331368;0.075026;0.122409;-0.0631272;-0.0688057
-0.0054572;-0.0326106;0.0748935;0.121176;-0.0619322;-0.0672536
-0.0054102;-0.0320853;0.074757;0.119945;-0.0607397;-0.0657175
-0.00536111;-0.0315581;0.0746196;0.11871;-0.0595509;-0.0641564
-0.00531358;-0.0310311;0.0744839;0.117475;-0.0583623;-0.0625966
-0.00526566;-0.0305053;0.0743488;0.116242;-0.0571632;-0.0610469
-0.00521678;-0.0299805;0.0742098;0.115009;-0.0559727;-0.059516
-0.00516969;-0.029455;0.0740759;0.113774;-0.0547757;-0.0579721
-0.00512163;-0.0289259;0.073939;0.112539;-0.0535869;-0.056423
-0.00507296;-0.0284017;0.0738021;0.111309;-0.052395;-0.0548652
-0.00502573;-0.0278757;0.0736659;0.110074;-0.0511988;-0.0533163
-0.0049776;-0.0273497;0.0735326;0.10884;-0.0500072;-0.0517727
-0.00493084;-0.0268227;0.073396;0.107609;-0.0488175;-0.0502142
-0.00488217;-0.0262967;0.0732586;0.106376;-0.0476188;-0.0486748
-0.00483389;-0.0257708;0.0731221;0.105144;-0.0464295;-0.0471342
-0.00478556;-0.0252463;0.072986;0.103913;-0.0452385;-0.0455882
-0.00473829;-0.0247201;0.0728511;0.102676;-0.0440448;-0.0440364
-0.00469073;-0.0241934;0.0727143;0.101444;-0.0428545;-0.0424988
-0.0046427;-0.0236681;0.0725757;0.100214;-0.0416679;-0.0409516
-0.00459503;-0.0231423;0.072441;0.0989813;-0.0404742;-0.0394043
-0.00454678;-0.0226171;0.0723058;0.0977505;-0.0392872;-0.0378653
-0.00449862;-0.022093;0.0721684;0.0965191;-0.0380996;-0.0363191
-0.00445109;-0.0215652;0.0720321;0.0952837;-0.0369076;-0.0347915
-0.0044035;-0.0210406;0.0718942;0.0940559;-0.0357168;-0.0332612
-0.00435519;-0.020516;0.0717575;0.0928264;-0.0345337;-0.031725
-0.0043078;-0.019991;0.0716184;0.0915972;-0.0333478;-0.0301951
-0.00425973;-0.019467;0.0714856;0.0903679;-0.0321598;-0.0286568
-0.00421214;-0.0189416;0.0713471;0.0891392;-0.0309764;-0.0271329
-0.00416453;-0.0184185;0.0712086;0.0879091;-0.0297949;-0.0256105
-0.0041169;-0.0178942;0.0710697;0.0866837;-0.0286166;-0.024084
-0.00406825;-0.0173703;0.0709329;0.0854599;-0.0274398;-0.0225786
-0.00402174;-0.0168462;0.0707964;0.084234;-0.0262574;-0.0210582
-0.00397376;-0.0163237;0.0706567;0.0830068;-0.0250821;-0.0195556
-0.0039256;-0.0157991;0.0705215;0.0817849;-0.0239045;-0.0180455
-0.00387814;-0.0152777;0.0703811;0.0805639;-0.0227328;-0.0165425
-0.0038316;-0.0147548;0.0702418;0.079342;-0.0215619;-0.0150475
-0.00378456;-0.0142341;0.070105;0.0781201;-0.0203905;-0.0135493
-0.00373649;-0.0137128;0.0699646;0.0769012;-0.0192254;-0.0120745
-0.0036895;-0.0131904;0.0698253;0.0756835;-0.0180617;-0.0105862
-0.00364249;-0.0126728;0.0696861;0.0744667;-0.016899;-0.00910799
-0.00359482;-0.0121527;0.0695452;0.0732526;-0.0157379;-0.00763303
-0.00354845;-0.0116316;0.0694057;0.072041;-0.0145855;-0.00617188
-0.00350075;-0.0111121;0.0692678;0.0708276;-0.0134306;-0.00471833
-0.00345374;-0.0105939;0.0691248;0.0696177;-0.0122765;-0.00325305
-0.00340694;-0.0100765;0.0689856;0.0684083;-0.011132;-0.00182086
-0.00335977;-0.0095583;0.0688455;0.0672048;-0.00998826;-0.000388003
-0.00331333;-0.00904209;0.0687057;0.0659985;-0.00884477;0.00104233
-0.00326663;-0.00852558;0.0685631;0.0647963;-0.00770779;0.00245789
-0.00322031;-0.00801163;0.0684216;0.0635937;-0.00657229;0.00387055
-0.00317346;-0.00749616;0.0682818;0.0623989;-0.00544603;0.00527327
-0.00312758;-0.0069813;0.0681382;0.0612047;-0.00431815;0.00667373
-0.00308166;-0.00646716;0.067996;0.06001;-0.00320251;0.00804745
