1;22
1.1014815;1.1014812;1.1015584;1.101636;1.101772;1.1019185;1.102155;1.102832;1.1036455;1.104344;1.105095;1.1058525;1.10661;1.107768;1.1084425;1.1093125;1.110089;1.1108545;1.1132935;1.1156595;1.1182205;1.120489
