0.00070615,0.0012394,-0.0024373,-0.0095711,0.0070071,-0.05528
0.00069778,0.0012249,-0.0024024,-0.0093712,0.0067657,-0.054548
0.00068942,0.0012104,-0.0023675,-0.0091713,0.0065244,-0.053817
0.00068105,0.001196,-0.0023326,-0.0089714,0.006283,-0.053085
0.00067268,0.0011815,-0.0022977,-0.0087715,0.0060417,-0.052353
0.00066432,0.001167,-0.0022629,-0.0085716,0.0058003,-0.051622
0.00065595,0.0011526,-0.002228,-0.0083717,0.005559,-0.05089
0.00064759,0.0011381,-0.0021931,-0.0081718,0.0053176,-0.050158
0.00063922,0.0011237,-0.0021582,-0.0079719,0.0050763,-0.049427
0.00063086,0.0011092,-0.0021233,-0.0077721,0.004835,-0.048695
0.00062249,0.0010947,-0.0020884,-0.0075722,0.0045936,-0.047963
0.00061412,0.0010803,-0.0020535,-0.0073723,0.0043523,-0.047232
0.00060576,0.0010658,-0.0020187,-0.0071725,0.004111,-0.0465
0.0005974,0.0010514,-0.0019838,-0.0069727,0.0038697,-0.045769
0.00058903,0.0010369,-0.0019489,-0.0067728,0.0036284,-0.045037
0.00058067,0.0010224,-0.0019141,-0.006573,0.0033871,-0.044306
0.00057231,0.001008,-0.0018792,-0.0063733,0.0031459,-0.043575
0.00056394,0.00099353,-0.0018444,-0.0061735,0.0029047,-0.042843
0.00055558,0.00097908,-0.0018095,-0.0059738,0.0026636,-0.042112
0.00054723,0.00096462,-0.0017747,-0.0057741,0.0024225,-0.041381
0.00053887,0.00095017,-0.0017399,-0.0055745,0.0021814,-0.04065
0.00053051,0.00093572,-0.0017051,-0.0053748,0.0019404,-0.03992
0.00052216,0.00092128,-0.0016703,-0.0051753,0.0016995,-0.039189
0.00051381,0.00090683,-0.0016355,-0.0049757,0.0014587,-0.038459
0.00050546,0.00089239,-0.0016007,-0.0047763,0.0012179,-0.037729
0.00049711,0.00087794,-0.001566,-0.0045769,0.00097729,-0.037
0.00048877,0.0008635,-0.0015312,-0.0043775,0.00073674,-0.03627
0.00048043,0.00084906,-0.0014965,-0.0041782,0.00049632,-0.035541
0.0004721,0.00083463,-0.0014618,-0.003979,0.00025602,-0.034813
0.00046377,0.0008202,-0.0014271,-0.0037798,1.5852e-05,-0.034084
0.00045544,0.00080577,-0.0013925,-0.0035807,-0.00022416,-0.033357
0.00044712,0.00079134,-0.0013579,-0.0033817,-0.00046402,-0.032629
0.0004388,0.00077691,-0.0013233,-0.0031828,-0.0007037,-0.031902
0.00043049,0.00076249,-0.0012887,-0.002984,-0.0009432,-0.031176
0.00042218,0.00074807,-0.0012542,-0.0027853,-0.0011825,-0.03045
0.00041388,0.00073365,-0.0012197,-0.0025866,-0.0014216,-0.029725
0.00040559,0.00071924,-0.0011852,-0.0023881,-0.0016605,-0.029
0.00039731,0.00070483,-0.0011507,-0.0021897,-0.0018991,-0.028276
0.00038903,0.00069043,-0.0011163,-0.0019915,-0.0021375,-0.027553
0.00038076,0.00067602,-0.001082,-0.0017933,-0.0023756,-0.026831
0.0003725,0.00066163,-0.0010477,-0.0015953,-0.0026135,-0.026109
0.00036424,0.00064723,-0.0010134,-0.0013974,-0.002851,-0.025388
0.000356,0.00063284,-0.00097916,-0.0011997,-0.0030882,-0.024668
0.00034777,0.00061846,-0.00094498,-0.0010021,-0.0033251,-0.023949
0.00033954,0.00060407,-0.00091084,-0.00080469,-0.0035617,-0.023231
0.00033133,0.0005897,-0.00087676,-0.00060743,-0.0037979,-0.022514
0.00032313,0.00057532,-0.00084273,-0.00041035,-0.0040337,-0.021798
0.00031494,0.00056096,-0.00080876,-0.00021344,-0.0042692,-0.021084
0.00030677,0.00054659,-0.00077485,-1.6718e-05,-0.0045042,-0.02037
0.0002986,0.00053223,-0.00074099,0.00017981,-0.0047388,-0.019658
0.00029045,0.00051788,-0.0007072,0.00037614,-0.004973,-0.018946
0.00028232,0.00050353,-0.00067348,0.00057226,-0.0052067,-0.018237
0.00027419,0.00048919,-0.00063982,0.00076817,-0.0054399,-0.017528
0.00026609,0.00047486,-0.00060623,0.00096386,-0.0056726,-0.016821
0.000258,0.00046053,-0.00057272,0.0011593,-0.0059048,-0.016115
0.00024992,0.0004462,-0.00053928,0.0013545,-0.0061364,-0.015411
0.00024187,0.00043188,-0.00050592,0.0015495,-0.0063675,-0.014709
0.00023383,0.00041757,-0.00047264,0.0017442,-0.006598,-0.014008
0.0002258,0.00040326,-0.00043944,0.0019387,-0.0068279,-0.013309
0.0002178,0.00038896,-0.00040633,0.0021329,-0.0070572,-0.012612
0.00020982,0.00037467,-0.0003733,0.0023268,-0.0072859,-0.011916
0.00020185,0.00036039,-0.00034037,0.0025204,-0.0075138,-0.011223
0.00019391,0.00034611,-0.00030753,0.0027138,-0.0077412,-0.010531
0.00018599,0.00033183,-0.00027479,0.0029068,-0.0079678,-0.0098412
0.00017809,0.00031757,-0.00024214,0.0030995,-0.0081936,-0.0091536
0.00017022,0.00030331,-0.0002096,0.0032919,-0.0084188,-0.0084681
0.00016236,0.00028906,-0.00017716,0.003484,-0.0086431,-0.0077847
0.00015454,0.00027482,-0.00014483,0.0036757,-0.0088667,-0.0071037
0.00014673,0.00026059,-0.00011261,0.0038671,-0.0090894,-0.006425
0.00013895,0.00024636,-8.0507e-05,0.0040582,-0.0093113,-0.0057486
0.0001312,0.00023214,-4.8517e-05,0.0042488,-0.0095324,-0.0050747
0.00012348,0.00021793,-1.6646e-05,0.0044391,-0.0097526,-0.0044033
0.00011578,0.00020373,1.5102e-05,0.0046291,-0.0099718,-0.0037345
0.00010811,0.00018954,4.6725e-05,0.0048186,-0.01019,-0.0030683
0.00010047,0.00017536,7.822e-05,0.0050077,-0.010408,-0.0024049
